USER_ID,TOTAL_IDENTIFIES,FIRST_IDENTIFY_AT,LAST_IDENTIFY_AT,DISTINCT_ANON_IDS,FIRST_UTM_SOURCE,FIRST_UTM_MEDIUM,FIRST_UTM_CAMPAIGN,FIRST_UTM_CONTENT,FIRST_UTM_TERM,LAST_UTM_SOURCE,LAST_UTM_MEDIUM,LAST_UTM_CAMPAIGN,LAST_UTM_CONTENT,LAST_UTM_TERM,TOTAL_ORDERS,TOTAL_REVENUE,FIRST_ORDER_AT,LAST_ORDER_AT,TOTAL_CART_ADDS,TOTAL_CART_VALUE,LAST_CART_ADD_AT,FIRST_SEEN_AT,LAST_SEEN_AT,INACTIVE_DAYS
ashleywilson@example.com,5,2025-07-18 04:53:31.000,2026-01-24 08:28:01.000,1,,,,,,,,,,,,,,,,,,2025-07-18 04:53:31.000,2026-01-24 08:28:01.000,-253
jacob.kidd779@example.net,3,2024-07-18 03:51:45.000,2024-11-27 08:59:16.000,1,,,,,,,,,,,,,,,,,,2024-07-18 03:51:45.000,2024-11-27 08:59:16.000,170
olivia.thomas826@example.com,5,2024-12-08 13:43:10.000,2025-07-02 19:36:07.000,1,,,,,,,,,,,,,,,,,,2024-12-08 13:43:10.000,2025-07-02 19:36:07.000,-47
justin.freeman249@example.net,1,2024-05-31 02:43:52.000,2024-05-31 02:43:52.000,1,,,,,,,,,,,,,,,,,,2024-05-31 02:43:52.000,2024-05-31 02:43:52.000,350
chadrose@example.com,5,2024-06-24 17:29:01.000,2025-02-17 22:20:43.000,1,email,email,cmpn_90,4sdf4sda,topoffers,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,,,,2024-06-24 17:29:01.000,2025-02-17 22:20:43.000,88
finley.luis038@example.org,1,2025-08-04 02:16:55.000,2025-08-04 02:16:55.000,1,,,,,,,,,,,,,,,,,,2025-08-04 02:16:55.000,2025-08-04 02:16:55.000,-80
sarahbailey@example.com,4,2025-08-28 15:11:12.000,2026-01-09 01:42:50.000,1,,,,,,,,,,,,,,,,,,2025-08-28 15:11:12.000,2026-01-09 01:42:50.000,-238
richards.lori839@example.org,5,2024-12-23 23:04:18.000,2025-06-12 19:31:36.000,1,,,,,,,,,,,,,,,,,,2024-12-23 23:04:18.000,2025-06-12 19:31:36.000,-27
jenny.johnson496@example.com,2,2024-02-24 16:29:13.000,2024-02-24 16:29:13.000,1,,,,,,,,,,,,,,,,,,2024-02-24 16:29:13.000,2024-02-24 16:29:13.000,447
richard.barber813@example.com,2,2024-02-08 19:02:38.000,2024-02-08 19:02:38.000,1,,,,,,,,,,,,,,,,,,2024-02-08 19:02:38.000,2024-02-08 19:02:38.000,463
ibarra.jennifer463@example.org,2,2023-10-18 20:25:34.000,2023-10-18 20:25:34.000,1,,,,,,,,,,,1,75.00,2023-10-18 20:35:11.000,2023-10-18 20:35:11.000,,,,2023-10-18 20:25:34.000,2023-10-18 20:35:11.000,576
christopherarellano@example.com,2,2024-04-03 00:35:37.000,2024-04-03 00:35:37.000,1,,,,,,,,,,,1,85.00,2024-04-03 00:40:27.000,2024-04-03 00:40:27.000,,,,2024-04-03 00:35:37.000,2024-04-03 00:40:27.000,408
antoniocarr@example.com,2,2023-09-13 11:19:28.000,2023-09-13 11:19:28.000,1,,,,,,,,,,,1,64.00,2023-09-13 11:26:16.000,2023-09-13 11:26:16.000,,,,2023-09-13 11:19:28.000,2023-09-13 11:26:16.000,611
jonolan@example.com,2,2024-02-06 03:42:01.000,2024-02-06 03:42:01.000,1,bing,ppc,cmpn_232,53454fasdf,christmas sale,bing,ppc,cmpn_232,53454fasdf,christmas sale,1,135.00,2024-02-06 03:47:26.000,2024-02-06 03:47:26.000,,,,2024-02-06 03:42:01.000,2024-02-06 03:47:26.000,465
katherine.williams118@example.com,2,2024-01-15 03:43:48.000,2024-01-15 03:43:48.000,1,,,,,,,,,,,1,85.00,2024-01-15 03:50:41.000,2024-01-15 03:50:41.000,,,,2024-01-15 03:43:48.000,2024-01-15 03:50:41.000,487
warren.charles725@example.org,2,2023-09-25 15:36:48.000,2023-09-25 15:36:48.000,1,,,,,,,,,,,1,96.00,2023-09-25 15:39:43.000,2023-09-25 15:39:43.000,,,,2023-09-25 15:36:48.000,2023-09-25 15:39:43.000,599
hernandez.lisa063@example.org,2,2023-11-15 14:51:56.000,2023-11-15 14:51:56.000,1,,,,,,,,,,,1,32.00,2023-11-15 15:00:42.000,2023-11-15 15:00:42.000,,,,2023-11-15 14:51:56.000,2023-11-15 15:00:42.000,548
larrygutierrez@example.com,2,2024-03-05 19:36:59.000,2024-03-05 19:36:59.000,1,,,,,,,,,,,1,65.00,2024-03-05 19:39:54.000,2024-03-05 19:39:54.000,,,,2024-03-05 19:36:59.000,2024-03-05 19:39:54.000,437
robin.barber468@example.net,2,2024-03-23 21:33:55.000,2024-03-23 21:33:55.000,1,,,,,,,,,,,1,22.00,2024-03-23 21:38:07.000,2024-03-23 21:38:07.000,,,,2024-03-23 21:33:55.000,2024-03-23 21:38:07.000,419
saraprice@example.com,2,2023-09-24 12:38:44.000,2023-09-24 12:38:44.000,1,,,,,,,,,,,1,77.00,2023-09-24 12:46:32.000,2023-09-24 12:46:32.000,,,,2023-09-24 12:38:44.000,2023-09-24 12:46:32.000,600
mckinney.benjamin851@example.org,2,2024-01-23 17:22:44.000,2024-01-23 17:22:44.000,1,,,,,,,,,,,1,53.00,2024-01-23 17:30:20.000,2024-01-23 17:30:20.000,,,,2024-01-23 17:22:44.000,2024-01-23 17:30:20.000,479
valeriejackson@example.com,2,2024-03-21 20:06:25.000,2024-03-21 20:06:25.000,1,,,,,,,,,,,1,170.00,2024-03-21 20:10:49.000,2024-03-21 20:10:49.000,,,,2024-03-21 20:06:25.000,2024-03-21 20:10:49.000,421
ianfischer@example.com,2,2024-01-18 07:12:53.000,2024-01-18 07:12:53.000,1,,,,,,,,,,,1,65.00,2024-01-18 07:19:02.000,2024-01-18 07:19:02.000,,,,2024-01-18 07:12:53.000,2024-01-18 07:19:02.000,484
rebecca.chandler426@example.com,2,2024-02-11 20:13:48.000,2024-02-11 20:13:48.000,1,,,,,,,,,,,1,113.00,2024-02-11 20:18:29.000,2024-02-11 20:18:29.000,,,,2024-02-11 20:13:48.000,2024-02-11 20:18:29.000,460
kimberly.brady021@example.com,2,2023-09-16 14:13:18.000,2023-09-16 14:13:18.000,1,,,,,,,,,,,1,45.00,2023-09-16 14:20:59.000,2023-09-16 14:20:59.000,,,,2023-09-16 14:13:18.000,2023-09-16 14:20:59.000,608
jennifer.walton286@example.org,2,2024-02-15 03:41:34.000,2024-02-15 03:41:34.000,1,,,,,,,,,,,1,136.00,2024-02-15 03:50:50.000,2024-02-15 03:50:50.000,,,,2024-02-15 03:41:34.000,2024-02-15 03:50:50.000,456
william.webster193@example.org,2,2023-09-24 01:47:02.000,2023-09-24 01:47:02.000,1,,,,,,,,,,,1,112.00,2023-09-24 01:52:14.000,2023-09-24 01:52:14.000,,,,2023-09-24 01:47:02.000,2023-09-24 01:52:14.000,600
ryanhoffman@example.com,2,2024-02-08 15:26:56.000,2024-02-08 15:26:56.000,1,,,,,,,,,,,1,75.00,2024-02-08 15:30:49.000,2024-02-08 15:30:49.000,,,,2024-02-08 15:26:56.000,2024-02-08 15:30:49.000,463
sullivan.cynthia008@example.org,4,2025-05-31 22:04:13.000,2025-10-11 22:02:16.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,,,,,,4,209.00,2025-10-11 23:28:27.000,2025-05-31 22:04:13.000,2025-10-11 23:28:27.000,-148
madisonmcclure@example.com,4,2025-06-19 01:53:49.000,2025-12-17 16:02:06.000,1,,,,,,,,,,,,,,,4,277.00,2025-12-17 16:54:28.000,2025-06-19 01:53:49.000,2025-12-17 16:54:28.000,-215
linda.austin266@example.net,12,2025-12-03 05:38:10.000,2027-04-28 14:34:18.000,1,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,,,,,,8,192.00,2027-04-28 16:38:10.000,2025-12-03 05:38:10.000,2027-04-28 16:38:10.000,-712
miles.tara356@example.org,2,2024-12-10 04:28:23.000,2025-01-15 17:54:24.000,1,,,,,,email,email,cmpn_421,53dsvdsa,brand launch,,,,,2,113.00,2025-01-15 21:05:29.000,2024-12-10 04:28:23.000,2025-01-15 21:05:29.000,121
johnson.samuel600@example.org,12,2024-07-08 12:33:12.000,2025-10-19 06:24:08.000,1,,,,,,,,,,,,,,,9,456.00,2025-10-19 06:22:23.000,2024-07-08 12:33:12.000,2025-10-19 06:24:08.000,-156
russell.carmen240@example.org,2,2026-01-08 19:33:41.000,2026-03-06 12:25:34.000,1,,,,,,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,1,61.00,2026-03-06 13:40:59.000,2026-01-08 19:33:41.000,2026-03-06 13:40:59.000,-294
gillespie.kayla660@example.org,6,2025-01-11 16:13:42.000,2025-08-29 14:35:18.000,1,,,,,,email,email,cmpn_90,4sdf4sda,topoffers,,,,,6,404.00,2025-08-29 17:17:56.000,2025-01-11 16:13:42.000,2025-08-29 17:17:56.000,-105
flowers.jeffrey000@example.org,4,2024-09-16 05:21:41.000,2025-02-28 05:18:51.000,1,,,,,,,,,,,,,,,4,272.00,2025-02-28 07:33:47.000,2024-09-16 05:21:41.000,2025-02-28 07:33:47.000,77
lisamorrow@example.com,2,2024-03-18 22:47:29.000,2024-03-18 22:47:29.000,1,,,,,,,,,,,,,,,1,48.00,2024-03-18 22:56:51.000,2024-03-18 22:47:29.000,2024-03-18 22:56:51.000,424
cantrell.brian841@example.org,2,2024-03-09 05:39:30.000,2024-03-09 05:39:30.000,1,,,,,,,,,,,,,,,1,70.00,2024-03-09 05:46:21.000,2024-03-09 05:39:30.000,2024-03-09 05:46:21.000,433
jamiemartinez@example.com,2,2023-09-18 23:55:37.000,2023-09-18 23:55:37.000,1,,,,,,,,,,,,,,,1,47.00,2023-09-18 23:58:09.000,2023-09-18 23:55:37.000,2023-09-18 23:58:09.000,606
mcpherson.tyler796@example.org,2,2023-11-25 19:17:09.000,2023-11-25 19:17:09.000,1,,,,,,,,,,,,,,,1,27.00,2023-11-25 19:25:52.000,2023-11-25 19:17:09.000,2023-11-25 19:25:52.000,538
jasonsutton@example.com,2,2024-03-09 15:43:49.000,2024-03-09 15:43:49.000,1,,,,,,,,,,,,,,,1,70.00,2024-03-09 15:47:56.000,2024-03-09 15:43:49.000,2024-03-09 15:47:56.000,433
torres.rebecca633@example.org,2,2024-02-18 05:53:47.000,2024-02-18 05:53:47.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,1,105.00,2024-02-18 06:04:41.000,2024-02-18 05:53:47.000,2024-02-18 06:04:41.000,453
stephaniescott@example.com,2,2023-12-14 23:57:41.000,2023-12-14 23:57:41.000,1,,,,,,,,,,,,,,,1,39.00,2023-12-15 00:03:46.000,2023-12-14 23:57:41.000,2023-12-15 00:03:46.000,518
audrey.mcknight866@example.org,2,2024-01-18 11:13:31.000,2024-01-18 11:13:31.000,1,,,,,,,,,,,,,,,1,22.00,2024-01-18 11:17:58.000,2024-01-18 11:13:31.000,2024-01-18 11:17:58.000,484
miguelcooper@example.com,2,2024-03-08 01:39:55.000,2024-03-08 01:39:55.000,1,,,,,,,,,,,,,,,1,53.00,2024-03-08 01:50:40.000,2024-03-08 01:39:55.000,2024-03-08 01:50:40.000,434
hannah.smith364@example.org,1,2026-01-10 06:59:31.000,2026-01-10 06:59:31.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,1,56.00,2026-02-24 01:28:09.000,2026-01-10 06:59:31.000,2026-02-24 01:28:09.000,-284
williamlevine@example.com,4,2025-08-13 13:22:31.000,2025-12-24 11:33:32.000,1,,,,,,,,,,,,,,,4,141.00,2025-12-24 13:11:47.000,2025-08-13 13:22:31.000,2025-12-24 13:11:47.000,-222
hannah.warner797@example.com,2,2024-12-30 19:01:15.000,2025-02-24 10:47:00.000,1,,,,,,,,,,,,,,,1,57.00,2025-02-24 10:45:10.000,2024-12-30 19:01:15.000,2025-02-24 10:47:00.000,81
stout.william747@example.org,4,2024-12-07 03:09:31.000,2025-05-08 01:15:52.000,1,,,,,,,,,,,,,,,4,214.00,2025-05-08 03:28:27.000,2024-12-07 03:09:31.000,2025-05-08 03:28:27.000,8
robertgarrett@example.com,12,2025-09-28 11:34:38.000,2026-12-27 18:50:34.000,1,,,,,,,,,,,,,,,10,639.00,2026-12-27 18:48:52.000,2025-09-28 11:34:38.000,2026-12-27 18:50:34.000,-590
price.christopher626@example.org,6,2024-10-19 13:42:42.000,2025-05-13 12:01:47.000,1,,,,,,,,,,,,,,,6,419.00,2025-05-13 12:38:25.000,2024-10-19 13:42:42.000,2025-05-13 12:38:25.000,3
kathryn.ford429@example.org,12,2025-12-10 10:36:59.000,2027-04-15 20:15:18.000,1,,,,,,,,,,,,,,,9,537.00,2027-04-15 20:14:02.000,2025-12-10 10:36:59.000,2027-04-15 20:15:18.000,-699
jeffery.humphrey393@example.org,1,2025-12-05 07:41:38.000,2025-12-05 07:41:38.000,1,,,,,,,,,,,,,,,1,97.00,2025-12-05 10:44:13.000,2025-12-05 07:41:38.000,2025-12-05 10:44:13.000,-203
andrew.lang379@example.com,6,2025-01-08 05:44:14.000,2025-09-04 05:30:59.000,1,,,,,,,,,,,,,,,5,190.00,2025-09-04 05:29:11.000,2025-01-08 05:44:14.000,2025-09-04 05:30:59.000,-111
flores.christine259@example.org,2,2025-11-08 19:07:15.000,2025-12-26 01:32:47.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,2,53.00,2025-12-26 03:36:17.000,2025-11-08 19:07:15.000,2025-12-26 03:36:17.000,-224
alejandra.clark047@example.org,4,2025-07-19 17:02:59.000,2025-12-13 21:13:32.000,1,,,,,,,,,,,,,,,4,212.00,2025-12-13 23:36:45.000,2025-07-19 17:02:59.000,2025-12-13 23:36:45.000,-211
collier.teresa337@example.org,12,2024-12-17 04:13:34.000,2026-04-20 00:17:44.000,1,,,,,,,,,,,,,,,10,610.00,2026-04-20 01:51:35.000,2024-12-17 04:13:34.000,2026-04-20 01:51:35.000,-339
hall.samantha625@example.org,6,2025-10-24 22:13:05.000,2026-07-21 05:25:51.000,1,,,,,,,,,,,,,,,6,218.00,2026-07-21 07:57:54.000,2025-10-24 22:13:05.000,2026-07-21 07:57:54.000,-431
beth.patterson939@example.com,2,2024-05-18 18:52:58.000,2024-07-12 06:34:57.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,1,100.00,2024-07-12 06:33:03.000,2024-05-18 18:52:58.000,2024-07-12 06:34:57.000,308
carlmason@example.com,3,2025-10-20 00:58:54.000,2026-01-18 15:15:29.000,1,,,,,,,,,,,,,,,3,231.00,2026-01-18 17:21:22.000,2025-10-20 00:58:54.000,2026-01-18 17:21:22.000,-247
molly.galvan229@example.org,1,2025-10-31 15:54:26.000,2025-10-31 15:54:26.000,1,email,email,cmpn_90,4sdf4sda,topoffers,email,email,cmpn_90,4sdf4sda,topoffers,,,,,1,47.00,2025-10-31 18:02:42.000,2025-10-31 15:54:26.000,2025-10-31 18:02:42.000,-168
timothy.flores743@example.com,4,2024-05-26 16:25:29.000,2024-11-07 18:25:41.000,1,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,google,ppc,cmpn_830,cdasareravf,paid users,,,,,4,231.00,2024-11-07 18:25:21.000,2024-05-26 16:25:29.000,2024-11-07 18:25:41.000,190
martin.beverly495@example.org,1,2024-06-30 09:57:00.000,2024-06-30 09:57:00.000,1,bing,ppc,cmpn_232,53454fasdf,christmas sale,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,1,12.00,2024-06-30 12:21:43.000,2024-06-30 09:57:00.000,2024-06-30 12:21:43.000,320
charles.juarez990@example.org,1,2024-04-25 08:42:56.000,2024-04-25 08:42:56.000,1,,,,,,,,,,,,,,,1,100.00,2024-04-25 11:34:33.000,2024-04-25 08:42:56.000,2024-04-25 11:34:33.000,386
john.pope726@example.com,5,2025-10-03 05:36:35.000,2026-06-10 10:29:57.000,1,,,,,,,,,,,,,,,5,335.00,2026-06-10 11:52:35.000,2025-10-03 05:36:35.000,2026-06-10 11:52:35.000,-390
lauramartin@example.com,6,2024-12-13 22:31:26.000,2025-09-05 13:23:44.000,1,,,,,,,,,,,,,,,5,308.00,2025-09-05 13:23:39.000,2024-12-13 22:31:26.000,2025-09-05 13:23:44.000,-112
meghan.scott866@example.net,6,2025-02-25 07:07:48.000,2025-07-21 12:50:01.000,1,,,,,,,,,,,,,,,5,272.00,2025-07-21 14:32:25.000,2025-02-25 07:07:48.000,2025-07-21 14:32:25.000,-66
lee.kenneth885@example.org,6,2026-01-21 02:32:56.000,2026-09-15 06:07:37.000,1,,,,,,,,,,,,,,,5,291.00,2026-09-15 06:06:43.000,2026-01-21 02:32:56.000,2026-09-15 06:07:37.000,-487
madison.scott352@example.com,8,2025-09-04 14:27:54.000,2026-07-24 03:14:45.000,1,,,,,,,,,,,,,,,7,380.00,2026-07-24 03:13:30.000,2025-09-04 14:27:54.000,2026-07-24 03:14:45.000,-434
carlos.johnson849@example.com,2,2025-10-26 17:51:37.000,2025-12-02 06:57:50.000,1,,,,,,,,,,,,,,,2,206.00,2025-12-02 06:57:49.000,2025-10-26 17:51:37.000,2025-12-02 06:57:50.000,-200
benjamin.cook441@example.org,10,2025-12-22 03:10:54.000,2027-03-10 20:46:44.000,1,google,ppc,cmpn_232,53454fasdf,christmas sale,,,,,,,,,,7,353.00,2027-03-10 20:45:05.000,2025-12-22 03:10:54.000,2027-03-10 20:46:44.000,-663
kirsten.wells619@example.net,8,2025-05-22 07:36:50.000,2026-04-04 11:21:14.000,1,,,,,,,,,,,,,,,6,350.00,2026-04-04 11:21:00.000,2025-05-22 07:36:50.000,2026-04-04 11:21:14.000,-323
mann.betty330@example.org,6,2024-05-17 08:21:11.000,2025-02-10 22:02:43.000,1,,,,,,,,,,,,,,,6,351.00,2025-02-10 23:48:09.000,2024-05-17 08:21:11.000,2025-02-10 23:48:09.000,95
patrick.beck081@example.org,4,2024-09-06 19:07:35.000,2025-02-15 04:27:12.000,1,,,,,,,,,,,,,,,3,205.00,2025-02-15 04:26:22.000,2024-09-06 19:07:35.000,2025-02-15 04:27:12.000,90
smith.leslie222@example.org,5,2024-12-28 06:14:12.000,2025-08-12 09:28:56.000,1,,,,,,,,,,,,,,,4,270.00,2025-08-12 09:27:34.000,2024-12-28 06:14:12.000,2025-08-12 09:28:56.000,-88
miller.tamara400@example.org,4,2025-04-25 22:32:51.000,2025-10-24 03:15:01.000,1,,,,,,,,,,,,,,,3,176.00,2025-10-24 03:13:38.000,2025-04-25 22:32:51.000,2025-10-24 03:15:01.000,-161
petersen.ashley196@example.org,2,2024-07-07 06:51:19.000,2024-08-08 23:34:21.000,1,,,,,,,,,,,,,,,1,16.00,2024-08-08 23:33:06.000,2024-07-07 06:51:19.000,2024-08-08 23:34:21.000,281
william.santos850@example.org,4,2025-12-20 16:34:30.000,2026-07-05 17:14:25.000,1,,,,,,,,,,,,,,,4,202.00,2026-07-05 18:58:20.000,2025-12-20 16:34:30.000,2026-07-05 18:58:20.000,-415
ray.james093@example.org,4,2025-04-13 17:41:24.000,2025-09-15 05:39:58.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,,,,,,2,57.00,2025-09-15 05:39:29.000,2025-04-13 17:41:24.000,2025-09-15 05:39:58.000,-122
michael.acevedo173@example.net,12,2024-07-24 14:51:45.000,2025-12-07 12:32:08.000,1,,,,,,,,,,,,,,,11,593.00,2025-12-07 13:42:24.000,2024-07-24 14:51:45.000,2025-12-07 13:42:24.000,-205
grantrasmussen@example.com,4,2025-08-15 02:10:53.000,2025-12-18 19:25:48.000,1,,,,,,,,,,,,,,,3,280.00,2025-12-18 19:24:30.000,2025-08-15 02:10:53.000,2025-12-18 19:25:48.000,-216
cory.curry773@example.org,6,2025-03-30 05:52:58.000,2025-11-08 06:22:48.000,1,bing,ppc,cmpn_830,cdasareravf,paid users,,,,,,,,,,3,109.00,2025-11-08 06:20:48.000,2025-03-30 05:52:58.000,2025-11-08 06:22:48.000,-176
kevinfox@example.com,5,2024-11-18 03:15:32.000,2025-05-29 06:36:50.000,1,email,email,cmpn_421,53dsvdsa,brand launch,,,,,,,,,,5,167.00,2025-05-29 08:42:13.000,2024-11-18 03:15:32.000,2025-05-29 08:42:13.000,-13
kevinmcpherson@example.com,4,2025-06-28 19:03:32.000,2025-12-02 03:16:47.000,1,,,,,,,,,,,,,,,3,243.00,2025-12-02 03:15:01.000,2025-06-28 19:03:32.000,2025-12-02 03:16:47.000,-200
martin.maurice340@example.org,2,2024-07-19 14:09:23.000,2024-08-14 02:49:54.000,1,,,,,,,,,,,,,,,1,83.00,2024-08-14 02:49:52.000,2024-07-19 14:09:23.000,2024-08-14 02:49:54.000,275
white.tammie870@example.org,5,2025-01-11 10:31:44.000,2025-06-26 23:14:11.000,1,,,,,,,,,,,,,,,5,236.00,2025-06-27 00:50:20.000,2025-01-11 10:31:44.000,2025-06-27 00:50:20.000,-42
nicolas.griffin390@example.net,10,2025-02-19 02:25:55.000,2026-06-12 13:43:32.000,1,email,email,cmpn_90,4sdf4sda,topoffers,,,,,,,,,,7,495.00,2026-06-12 13:41:53.000,2025-02-19 02:25:55.000,2026-06-12 13:43:32.000,-392
savannahayers@example.com,4,2025-06-23 21:50:17.000,2025-11-02 17:37:03.000,1,,,,,,,,,,,,,,,4,199.00,2025-11-02 19:15:23.000,2025-06-23 21:50:17.000,2025-11-02 19:15:23.000,-170
antonio.mullins462@example.com,2,2024-12-26 06:56:08.000,2025-01-12 13:39:59.000,1,,,,,,,,,,,,,,,2,138.00,2025-01-12 15:27:35.000,2024-12-26 06:56:08.000,2025-01-12 15:27:35.000,124
michelle.gonzalez234@example.net,8,2024-09-15 03:30:35.000,2025-06-22 15:02:55.000,1,,,,,,,,,,,,,,,6,445.00,2025-06-22 15:01:38.000,2024-09-15 03:30:35.000,2025-06-22 15:02:55.000,-37
lynn.alexander994@example.org,6,2025-06-28 19:32:39.000,2026-03-17 14:29:51.000,1,,,,,,,,,,,,,,,6,377.00,2026-03-17 17:42:26.000,2025-06-28 19:32:39.000,2026-03-17 17:42:26.000,-305
kenneth.marks476@example.net,6,2025-05-08 11:25:56.000,2026-02-05 12:35:50.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,6,391.00,2026-02-05 14:59:53.000,2025-05-08 11:25:56.000,2026-02-05 14:59:53.000,-265
mendoza.tiffany120@example.org,4,2024-07-17 06:21:19.000,2024-12-01 21:02:54.000,1,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,,,,,,4,281.00,2024-12-01 23:58:26.000,2024-07-17 06:21:19.000,2024-12-01 23:58:26.000,166
michelle.baker808@example.org,2,2024-12-31 09:08:58.000,2025-01-29 18:37:50.000,1,,,,,,google,ppc,cmpn_533,gfaa4rvdsa,new users,,,,,1,52.00,2025-01-29 19:06:02.000,2024-12-31 09:08:58.000,2025-01-29 19:06:02.000,107
corythomas@example.com,4,2025-04-20 22:51:33.000,2025-08-14 17:51:19.000,1,,,,,,,,,,,,,,,4,238.00,2025-08-14 18:59:40.000,2025-04-20 22:51:33.000,2025-08-14 18:59:40.000,-90
amandameza@example.com,10,2024-12-29 04:56:39.000,2025-12-28 12:10:32.000,1,,,,,,,,,,,,,,,8,374.00,2025-12-28 12:08:35.000,2024-12-29 04:56:39.000,2025-12-28 12:10:32.000,-226
flores.lance751@example.org,2,2024-04-22 00:00:50.000,2024-06-24 06:53:12.000,1,,,,,,,,,,,,,,,2,145.00,2024-06-24 09:55:33.000,2024-04-22 00:00:50.000,2024-06-24 09:55:33.000,326
walterharris@example.com,4,2025-11-10 05:38:23.000,2026-04-05 22:51:57.000,1,,,,,,,,,,,,,,,4,210.00,2026-04-06 01:29:50.000,2025-11-10 05:38:23.000,2026-04-06 01:29:50.000,-325
johnson.monica205@example.org,2,2025-12-31 23:07:32.000,2026-02-21 05:44:03.000,1,,,,,,twitter,paidsocial,cmpn_80,13vfs5asdfa,similar items,,,,,1,55.00,2026-02-21 05:42:42.000,2025-12-31 23:07:32.000,2026-02-21 05:44:03.000,-281
norris.amanda083@example.org,5,2025-03-31 10:17:40.000,2025-10-01 19:39:55.000,1,,,,,,,,,,,,,,,4,329.00,2025-10-01 19:38:17.000,2025-03-31 10:17:40.000,2025-10-01 19:39:55.000,-138
lisathompson@example.com,10,2025-06-01 11:56:33.000,2026-06-11 00:38:03.000,1,,,,,,bing,ppc,cmpn_232,53454fasdf,christmas sale,,,,,7,416.00,2026-06-11 00:36:11.000,2025-06-01 11:56:33.000,2026-06-11 00:38:03.000,-391
jennifer.alvarez935@example.com,3,2025-08-12 02:56:53.000,2025-12-04 09:45:08.000,1,,,,,,,,,,,,,,,3,213.00,2026-01-03 18:09:01.000,2025-08-12 02:56:53.000,2026-01-03 18:09:01.000,-232
debbie.mckee588@example.com,6,2025-12-19 08:08:17.000,2026-07-13 19:41:00.000,1,,,,,,,,,,,,,,,6,289.00,2026-07-13 22:01:02.000,2025-12-19 08:08:17.000,2026-07-13 22:01:02.000,-423
carlson.albert446@example.org,4,2024-05-08 22:51:08.000,2024-09-28 20:38:05.000,1,,,,,,,,,,,,,,,4,229.00,2024-09-28 22:37:41.000,2024-05-08 22:51:08.000,2024-09-28 22:37:41.000,230
james.stevens260@example.org,4,2024-12-03 17:23:26.000,2025-03-10 18:26:54.000,1,,,,,,,,,,,,,,,3,176.00,2025-03-10 18:25:58.000,2024-12-03 17:23:26.000,2025-03-10 18:26:54.000,67
gary.warren962@example.net,2,2023-12-23 10:38:21.000,2023-12-23 10:38:21.000,1,,,,,,,,,,,,,,,1,86.00,2023-12-23 10:44:59.000,2023-12-23 10:38:21.000,2023-12-23 10:44:59.000,510
thornton.henry192@example.org,2,2023-11-08 02:20:25.000,2023-11-08 02:20:25.000,1,,,,,,,,,,,,,,,1,84.00,2023-11-08 02:31:23.000,2023-11-08 02:20:25.000,2023-11-08 02:31:23.000,555
chandler.gina936@example.org,2,2024-02-20 17:14:15.000,2024-02-20 17:14:15.000,1,google,ppc,cmpn_830,cdasareravf,paid users,google,ppc,cmpn_830,cdasareravf,paid users,,,,,1,63.00,2024-02-20 17:26:00.000,2024-02-20 17:14:15.000,2024-02-20 17:26:00.000,451
johnthomas@example.com,2,2024-02-21 01:39:17.000,2024-02-21 01:39:17.000,1,,,,,,,,,,,,,,,1,49.00,2024-02-21 01:47:08.000,2024-02-21 01:39:17.000,2024-02-21 01:47:08.000,450
collins.rachael497@example.org,2,2024-01-26 13:22:02.000,2024-01-26 13:22:02.000,1,,,,,,,,,,,,,,,1,62.00,2024-01-26 13:30:16.000,2024-01-26 13:22:02.000,2024-01-26 13:30:16.000,476
castro.stephanie126@example.org,2,2023-09-24 01:35:30.000,2023-09-24 01:35:30.000,1,,,,,,,,,,,,,,,1,26.00,2023-09-24 01:46:06.000,2023-09-24 01:35:30.000,2023-09-24 01:46:06.000,600
deleon.kyle105@example.org,2,2023-11-16 04:59:29.000,2023-11-16 04:59:29.000,1,,,,,,,,,,,,,,,1,93.00,2023-11-16 05:07:03.000,2023-11-16 04:59:29.000,2023-11-16 05:07:03.000,547
rowland.stephanie472@example.org,2,2023-12-01 09:47:16.000,2023-12-01 09:47:16.000,1,,,,,,,,,,,,,,,1,61.00,2023-12-01 09:57:08.000,2023-12-01 09:47:16.000,2023-12-01 09:57:08.000,532
