CONTEXT_IP,CONTEXT_SESSION_START,CONTEXT_SESSION_ID,CONTEXT_PAGE_URL,CART_ID,CHECKOUT_ID,ORDER_ID,ID,PAYMENT_METHOD,EVENT,LOCALE,CURRENCY,CHANNEL,EVENT_TEXT,COUNTRY_CODE,ANONYMOUS_ID,RECEIVED_AT,UUID_TS,TIMESTAMP,ORIGINAL_TIMESTAMP,SENT_AT,CONTEXT_SCREEN_HEIGHT,CONTEXT_SCREEN_WIDTH,CONTEXT_SCREEN_DENSITY,CONTEXT_SCREEN_INNER_HEIGHT,CONTEXT_SCREEN_INNER_WIDTH,USER_ID,PRODUCTS,REVENUE,TAX,SHIPPING,TOTAL
211.187.123.16,2023-11-29 17:03:12.000,1701257592,www.choixcart.com/cart/view.html?ref=nav_cart,p08lHPEYI2k8RoENQ16K,GuzS8W1WOS,4esPnYucn6gy,9QMKaDDN4vSB4b,amex,order_complete,us,usd,web,ORDER COMPLETED,us,0d19f405f19e25876db1b29524b96d67,2023-11-29 17:14:17.000,2023-11-29 17:14:17.000,2023-11-29 17:14:17.000,2023-11-29 17:14:17.000,2023-11-29 17:14:17.000,800,360,2,803,432,julie.young662@example.org,"[{""title"": null, ""category"": ""Mens clothing"", ""path"": ""/p/8216"", ""url"": ""www.choixcart.com/p/8216"", ""price"": 166}]",133,17,17,149
26.24.227.119,2024-03-23 04:50:00.000,1711149600,"www.choixcart.com[{'page': {'id': 'kw4FEJZ47FesXvkA', 'context_ip': '26.24.227.119', 'name': 'login', 'path': '/login', 'context_session_id': 1711149600, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'f83726e364c986627942da2a70972054', 'user_id': 'amandabarnes@example.com', 'received_at': '2024-03-23T05:04:12.000000Z', 'sent_at': '2024-03-23T05:04:12.000000Z', 'original_timestamp': '2024-03-23T05:04:12.000000Z', 'timestamp': '2024-03-23T05:04:12.000000Z', 'uuid_ts': '2024-03-23T05:04:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'f83726e364c986627942da2a70972054', 'original_timestamp': '2024-03-23T05:04:12.000000Z', 'received_at': '2024-03-23T05:04:12.000000Z', 'sent_at': '2024-03-23T05:04:12.000000Z', 'timestamp': '2024-03-23T05:04:12.000000Z', 'uuid_ts': '2024-03-23T05:04:12.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1711149600, 'user_id': None, 'id': 'A6M89nvhJ6hj3VV4', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-03-23T05:04:12.000000Z', 'timestamp': '2024-03-23T05:04:12.000000Z', 'sent_at': '2024-03-23T05:04:12.000000Z', 'received_at': '2024-03-23T05:04:12.000000Z', 'original_timestamp': '2024-03-23T05:04:12.000000Z', 'last_name': 'Barnes', 'first_name': 'Amanda', 'email': 'amandabarnes@example.com', 'context_screen_height': 800, 'context_screen_width': 1280, 'context_screen_density': 2, 'context_screen_inner_height': 562, 'context_screen_inner_width': 1272, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'f83726e364c986627942da2a70972054', 'user_id': 'amandabarnes@example.com', 'context_ip': '26.24.227.119', 'id': 'FG4AgRlzuaitr8Oy', 'context_session_start': '2024-03-23T04:50:00.000000Z', 'context_session_id': 1711149600, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'CA', 'address_country': 'US', 'currency': 'usd'}}]",4TQ9lNqVWP3tMvhIEK4P,bxb2Ruiyso,7qxJPwAvcnag,kXPQuKPUdptBQg,mastercard,order_complete,ca,usd,web,ORDER COMPLETED,ca,f83726e364c986627942da2a70972054,2024-03-23 05:09:40.000,2024-03-23 05:09:40.000,2024-03-23 05:09:40.000,2024-03-23 05:09:40.000,2024-03-23 05:09:40.000,800,1280,2,562,1272,amandabarnes@example.com,"[{""title"": null, ""category"": ""Shirts"", ""path"": ""/p/7441"", ""url"": ""www.choixcart.com/p/7441"", ""price"": 177}]",142,18,18,159
194.32.195.104,2024-01-22 18:22:50.000,1705927970,"www.choixcart.com[{'page': {'id': 'x7ADsA6nopn6ca5h', 'context_ip': '194.32.195.104', 'name': 'login', 'path': '/login', 'context_session_id': 1705927970, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '737e7febe2752f13c2459fca6289ac1f', 'user_id': 'teresa.smith599@example.com', 'received_at': '2024-01-22T18:33:44.000000Z', 'sent_at': '2024-01-22T18:33:44.000000Z', 'original_timestamp': '2024-01-22T18:33:44.000000Z', 'timestamp': '2024-01-22T18:33:44.000000Z', 'uuid_ts': '2024-01-22T18:33:44.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '737e7febe2752f13c2459fca6289ac1f', 'original_timestamp': '2024-01-22T18:33:44.000000Z', 'received_at': '2024-01-22T18:33:44.000000Z', 'sent_at': '2024-01-22T18:33:44.000000Z', 'timestamp': '2024-01-22T18:33:44.000000Z', 'uuid_ts': '2024-01-22T18:33:44.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1705927970, 'user_id': 'teresa.smith599@example.com', 'id': 'P6rWXw4ngH8xhfgx', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-01-22T18:33:44.000000Z', 'timestamp': '2024-01-22T18:33:44.000000Z', 'sent_at': '2024-01-22T18:33:44.000000Z', 'received_at': '2024-01-22T18:33:44.000000Z', 'original_timestamp': '2024-01-22T18:33:44.000000Z', 'last_name': 'Smith', 'first_name': 'Teresa', 'email': 'teresa.smith599@example.com', 'context_screen_height': 900, 'context_screen_width': 1440, 'context_screen_density': 2, 'context_screen_inner_height': 880, 'context_screen_inner_width': 1205, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '737e7febe2752f13c2459fca6289ac1f', 'user_id': 'teresa.smith599@example.com', 'context_ip': '194.32.195.104', 'id': '4IJU1AR0HTjWvseZ', 'context_session_start': '2024-01-22T18:22:50.000000Z', 'context_session_id': 1705927970, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'CT', 'address_country': 'US', 'currency': 'usd'}}]",K8DLlMgsiTNk1pNXi7nK,E9mqNKpRmB,czCfhwo5Q1P9,UvWpxPe55sd9Tb,paypal,order_complete,gb,usd,web,ORDER COMPLETED,gb,737e7febe2752f13c2459fca6289ac1f,2024-01-22 18:40:16.000,2024-01-22 18:40:16.000,2024-01-22 18:40:16.000,2024-01-22 18:40:16.000,2024-01-22 18:40:16.000,900,1440,2,880,1205,teresa.smith599@example.com,"[{""title"": null, ""category"": ""Trousers"", ""path"": ""/p/1573"", ""url"": ""www.choixcart.com/p/1573"", ""price"": 72}]",58,7,7,65
64.202.223.50,2024-01-18 20:02:25.000,1705588345,www.choixcart.com/cart/view.html?ref=nav_cart,SOL3bLtsPGyuYlyA5u27,hKz1Oe9KDJ,mlsC7HGlQuC7,JxlNS3TQ9pjHwH,visa,order_complete,it,usd,web,ORDER COMPLETED,it,497239188894a95eac76e38594de8c42,2024-01-18 20:20:28.000,2024-01-18 20:20:28.000,2024-01-18 20:20:28.000,2024-01-18 20:20:28.000,2024-01-18 20:20:28.000,854,385,1,726,384,carpenter.brenda101@example.org,"[{""title"": null, ""category"": ""Mens clothing"", ""path"": ""/p/4612"", ""url"": ""www.choixcart.com/p/4612"", ""price"": 135}]",108,14,14,122
45.29.238.21,2024-01-13 21:11:27.000,1705160487,"www.choixcart.com[{'page': {'id': 'rPjyUbMvmRdeuTs1', 'context_ip': '45.29.238.21', 'name': 'signup', 'path': '/signup', 'context_session_id': 1705160487, 'url': 'www.choixcart.com/signup', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '7e568428d3f1738342e1e6fae432b462', 'user_id': 'anthony.bullock814@example.com', 'received_at': '2024-01-13T21:24:50.000000Z', 'sent_at': '2024-01-13T21:24:50.000000Z', 'original_timestamp': '2024-01-13T21:24:50.000000Z', 'timestamp': '2024-01-13T21:24:50.000000Z', 'uuid_ts': '2024-01-13T21:24:50.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '7e568428d3f1738342e1e6fae432b462', 'original_timestamp': '2024-01-13T21:24:50.000000Z', 'received_at': '2024-01-13T21:24:50.000000Z', 'sent_at': '2024-01-13T21:24:50.000000Z', 'timestamp': '2024-01-13T21:24:50.000000Z', 'uuid_ts': '2024-01-13T21:24:50.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1705160487, 'user_id': None, 'id': '51Ktl3xdx7PZ529C', 'channel': 'web', 'event_text': 'SIGNUP', 'event': 'signup'}}, {'identify': {'uuid_ts': '2024-01-13T21:24:50.000000Z', 'timestamp': '2024-01-13T21:24:50.000000Z', 'sent_at': '2024-01-13T21:24:50.000000Z', 'received_at': '2024-01-13T21:24:50.000000Z', 'original_timestamp': '2024-01-13T21:24:50.000000Z', 'last_name': 'Bullock', 'first_name': 'Anthony', 'email': 'anthony.bullock814@example.com', 'context_screen_height': 873, 'context_screen_width': 393, 'context_screen_density': 2, 'context_screen_inner_height': 760, 'context_screen_inner_width': 393, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '7e568428d3f1738342e1e6fae432b462', 'user_id': 'anthony.bullock814@example.com', 'context_ip': '45.29.238.21', 'id': 'zgMa5KATk5PelSp9', 'context_session_start': '2024-01-13T21:11:27.000000Z', 'context_session_id': 1705160487, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/signup', 'state': 'ME', 'address_country': 'US', 'currency': 'usd'}}]",3UMdLeQDYlZ79pvz9e4o,wPdb6JUwuZ,V1Lh13q9E8cI,R0rsANCm9MTz92,mastercard,order_complete,ca,usd,web,ORDER COMPLETED,ca,7e568428d3f1738342e1e6fae432b462,2024-01-13 21:34:41.000,2024-01-13 21:34:41.000,2024-01-13 21:34:41.000,2024-01-13 21:34:41.000,2024-01-13 21:34:41.000,873,393,2,760,393,anthony.bullock814@example.com,"[{""title"": null, ""category"": ""Watches"", ""path"": ""/p/3619"", ""url"": ""www.choixcart.com/p/3619"", ""price"": 87}]",70,9,9,78
96.52.216.237,2024-03-13 02:11:13.000,1710276073,"www.choixcart.com[{'page': {'id': 'WBZBm4k87dDMrwTp', 'context_ip': '96.52.216.237', 'name': 'login', 'path': '/login', 'context_session_id': 1710276073, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'e4c6e45510747ae8dcdaaf6eb1940ccb', 'user_id': 'espinoza.kathryn785@example.org', 'received_at': '2024-03-13T02:21:50.000000Z', 'sent_at': '2024-03-13T02:21:50.000000Z', 'original_timestamp': '2024-03-13T02:21:50.000000Z', 'timestamp': '2024-03-13T02:21:50.000000Z', 'uuid_ts': '2024-03-13T02:21:50.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'e4c6e45510747ae8dcdaaf6eb1940ccb', 'original_timestamp': '2024-03-13T02:21:50.000000Z', 'received_at': '2024-03-13T02:21:50.000000Z', 'sent_at': '2024-03-13T02:21:50.000000Z', 'timestamp': '2024-03-13T02:21:50.000000Z', 'uuid_ts': '2024-03-13T02:21:50.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1710276073, 'user_id': 'espinoza.kathryn785@example.org', 'id': 'Hnha0QSU68vpM7CD', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-03-13T02:21:50.000000Z', 'timestamp': '2024-03-13T02:21:50.000000Z', 'sent_at': '2024-03-13T02:21:50.000000Z', 'received_at': '2024-03-13T02:21:50.000000Z', 'original_timestamp': '2024-03-13T02:21:50.000000Z', 'last_name': 'Espinoza', 'first_name': 'Kathryn', 'email': 'espinoza.kathryn785@example.org', 'context_screen_height': 1080, 'context_screen_width': 1920, 'context_screen_density': 1, 'context_screen_inner_height': 976, 'context_screen_inner_width': 1825, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'e4c6e45510747ae8dcdaaf6eb1940ccb', 'user_id': 'espinoza.kathryn785@example.org', 'context_ip': '96.52.216.237', 'id': 'YV7qE0Db2CfMAI5u', 'context_session_start': '2024-03-13T02:11:13.000000Z', 'context_session_id': 1710276073, 'context_library_version': '0.10.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'UT', 'address_country': 'US', 'currency': 'usd'}}]",55DkofrHPvGvBnv9AOFI,o2Bvs78YkZ,ML3PWuV8vemu,JnOzNN1BBCXq5v,paypal,order_complete,us,usd,web,ORDER COMPLETED,us,e4c6e45510747ae8dcdaaf6eb1940ccb,2024-03-13 02:31:46.000,2024-03-13 02:31:46.000,2024-03-13 02:31:46.000,2024-03-13 02:31:46.000,2024-03-13 02:31:46.000,1080,1920,1,976,1825,espinoza.kathryn785@example.org,"[{""title"": null, ""category"": ""Trousers"", ""path"": ""/p/5656"", ""url"": ""www.choixcart.com/p/5656"", ""price"": 62}]",50,6,6,56
180.143.213.61,2023-09-12 19:44:46.000,1694528086,www.choixcart.com/cart/view.html?ref=nav_cart,ISD6txi8LcZqNH1dmyLZ,6PpL3uUSaq,MKzRJdWgFHDD,QUrd98A8674xqX,mastercard,order_complete,gb,usd,web,ORDER COMPLETED,gb,280092256ea5ca4a06c648b644af84f2,2023-09-12 20:02:32.000,2023-09-12 20:02:32.000,2023-09-12 20:02:32.000,2023-09-12 20:02:32.000,2023-09-12 20:02:32.000,982,1512,2,828,1512,timothy.nichols101@example.com,"[{""title"": null, ""category"": ""Jeans"", ""path"": ""/p/8543"", ""url"": ""www.choixcart.com/p/8543"", ""price"": 98}]",78,10,10,88
167.135.246.108,2024-03-15 16:17:00.000,1710499620,"www.choixcart.com[{'page': {'id': 'PF1sWaaYqLKjYeTf', 'context_ip': '167.135.246.108', 'name': 'login', 'path': '/login', 'context_session_id': 1710499620, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'eab35e40f202c29f5538b43b7faf2cb2', 'user_id': 'monica.morton405@example.net', 'received_at': '2024-03-15T16:20:06.000000Z', 'sent_at': '2024-03-15T16:20:06.000000Z', 'original_timestamp': '2024-03-15T16:20:06.000000Z', 'timestamp': '2024-03-15T16:20:06.000000Z', 'uuid_ts': '2024-03-15T16:20:06.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'eab35e40f202c29f5538b43b7faf2cb2', 'original_timestamp': '2024-03-15T16:20:06.000000Z', 'received_at': '2024-03-15T16:20:06.000000Z', 'sent_at': '2024-03-15T16:20:06.000000Z', 'timestamp': '2024-03-15T16:20:06.000000Z', 'uuid_ts': '2024-03-15T16:20:06.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1710499620, 'user_id': 'monica.morton405@example.net', 'id': 'BRSeWKiD3cSowj4m', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-03-15T16:20:06.000000Z', 'timestamp': '2024-03-15T16:20:06.000000Z', 'sent_at': '2024-03-15T16:20:06.000000Z', 'received_at': '2024-03-15T16:20:06.000000Z', 'original_timestamp': '2024-03-15T16:20:06.000000Z', 'last_name': 'Morton', 'first_name': 'Monica', 'email': 'monica.morton405@example.net', 'context_screen_height': 1440, 'context_screen_width': 2560, 'context_screen_density': 2, 'context_screen_inner_height': 1319, 'context_screen_inner_width': 2560, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'eab35e40f202c29f5538b43b7faf2cb2', 'user_id': 'monica.morton405@example.net', 'context_ip': '167.135.246.108', 'id': 'T6cf1MRijmBNpaGE', 'context_session_start': '2024-03-15T16:17:00.000000Z', 'context_session_id': 1710499620, 'context_library_version': '1.1.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'HI', 'address_country': 'US', 'currency': 'usd'}}]",C25afmg1gJXmAwIJDrFz,4DQcLw0wWb,Uuqv4gt4s6kx,SxVIbdZxbqdVEb,mastercard,order_complete,it,usd,web,ORDER COMPLETED,it,eab35e40f202c29f5538b43b7faf2cb2,2024-03-15 16:24:17.000,2024-03-15 16:24:17.000,2024-03-15 16:24:17.000,2024-03-15 16:24:17.000,2024-03-15 16:24:17.000,1440,2560,2,1319,2560,monica.morton405@example.net,"[{""title"": null, ""category"": ""Jeans"", ""path"": ""/p/4246"", ""url"": ""www.choixcart.com/p/4246"", ""price"": 159}]",127,16,16,143
13.194.237.94,2024-02-28 08:16:26.000,1709088386,www.choixcart.com/cart/view.html?ref=nav_cart,fd4OGH4rTwXA18Y7DfIo,IeQssigFQX,kq4fmStsbyil,HcKXw1mCjp5z6r,amex,order_complete,it,usd,web,ORDER COMPLETED,it,99214987a48d462ad9b0856cbee20145,2024-02-28 08:25:50.000,2024-02-28 08:25:50.000,2024-02-28 08:25:50.000,2024-02-28 08:25:50.000,2024-02-28 08:25:50.000,1080,1920,1,934,1920,michelle.ochoa100@example.com,"[{""title"": null, ""category"": ""Shoes"", ""path"": ""/p/7356"", ""url"": ""www.choixcart.com/p/7356"", ""price"": 191}]",153,19,19,172
16.35.181.198,2023-10-30 22:12:38.000,1698684158,"www.choixcart.com[{'page': {'id': 'IxQP9YbsXfaY1UcE', 'context_ip': '16.35.181.198', 'name': 'login', 'path': '/login', 'context_session_id': 1698684158, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': 'cf34b3daf1943c5db529e3fbbdc432de', 'user_id': 'stevenstevens@example.com', 'received_at': '2023-10-30T22:24:48.000000Z', 'sent_at': '2023-10-30T22:24:48.000000Z', 'original_timestamp': '2023-10-30T22:24:48.000000Z', 'timestamp': '2023-10-30T22:24:48.000000Z', 'uuid_ts': '2023-10-30T22:24:48.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': 'cf34b3daf1943c5db529e3fbbdc432de', 'original_timestamp': '2023-10-30T22:24:48.000000Z', 'received_at': '2023-10-30T22:24:48.000000Z', 'sent_at': '2023-10-30T22:24:48.000000Z', 'timestamp': '2023-10-30T22:24:48.000000Z', 'uuid_ts': '2023-10-30T22:24:48.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1698684158, 'user_id': None, 'id': 'c5O4LVHz0sZS3Ln0', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2023-10-30T22:24:48.000000Z', 'timestamp': '2023-10-30T22:24:48.000000Z', 'sent_at': '2023-10-30T22:24:48.000000Z', 'received_at': '2023-10-30T22:24:48.000000Z', 'original_timestamp': '2023-10-30T22:24:48.000000Z', 'last_name': 'Stevens', 'first_name': 'Steven', 'email': 'stevenstevens@example.com', 'context_screen_height': 873, 'context_screen_width': 393, 'context_screen_density': 2, 'context_screen_inner_height': 760, 'context_screen_inner_width': 393, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': 'cf34b3daf1943c5db529e3fbbdc432de', 'user_id': 'stevenstevens@example.com', 'context_ip': '16.35.181.198', 'id': 'aKM5X2Rn8JOdVLkM', 'context_session_start': '2023-10-30T22:12:38.000000Z', 'context_session_id': 1698684158, 'context_library_version': '1.1.4', 'context_page_url': 'www.choixcart.com/login', 'state': 'PA', 'address_country': 'US', 'currency': 'usd'}}]",ElCYrsfar7ck6u2Nqhk7,bI48zbfOt4,OGl5nWXqIWFX,XnBrk3shgkgHJ6,visa,order_complete,gb,usd,web,ORDER COMPLETED,gb,cf34b3daf1943c5db529e3fbbdc432de,2023-10-30 22:29:19.000,2023-10-30 22:29:19.000,2023-10-30 22:29:19.000,2023-10-30 22:29:19.000,2023-10-30 22:29:19.000,873,393,2,760,393,stevenstevens@example.com,"[{""title"": null, ""category"": ""Jeans"", ""path"": ""/p/2712"", ""url"": ""www.choixcart.com/p/2712"", ""price"": 71}]",57,7,7,64
150.242.10.107,2024-03-20 22:33:49.000,1710954229,"www.choixcart.com[{'page': {'id': 'NP2aEQT4dJeJd0FP', 'context_ip': '150.242.10.107', 'name': 'login', 'path': '/login', 'context_session_id': 1710954229, 'url': 'www.choixcart.com/login', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_app_namespace': 'com.rudderstack.javascript', 'context_page_referrer': None, 'context_page_referring_domain': None, 'context_page_path': '/cart/view.html?ref=nav_cart', 'anonymous_id': '45211f1b3b40cea5a3d952f4fe450aee', 'user_id': 'michael.reed849@example.net', 'received_at': '2024-03-20T22:45:15.000000Z', 'sent_at': '2024-03-20T22:45:15.000000Z', 'original_timestamp': '2024-03-20T22:45:15.000000Z', 'timestamp': '2024-03-20T22:45:15.000000Z', 'uuid_ts': '2024-03-20T22:45:15.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_source': None, 'context_campaign_name': None, 'category': None, 'title': None}}, {'track': {'anonymous_id': '45211f1b3b40cea5a3d952f4fe450aee', 'original_timestamp': '2024-03-20T22:45:15.000000Z', 'received_at': '2024-03-20T22:45:15.000000Z', 'sent_at': '2024-03-20T22:45:15.000000Z', 'timestamp': '2024-03-20T22:45:15.000000Z', 'uuid_ts': '2024-03-20T22:45:15.000000Z', 'context_campaign_medium': None, 'context_campaign_content': None, 'context_campaign_name': None, 'context_campaign_source': None, 'context_app_namespace': 'com.rudderstack.javascript', 'context_destination_id': 'trhFRv2b7KyUqj', 'context_destination_type': 'snowflake', 'context_session_id': 1710954229, 'user_id': None, 'id': 'pbhkOJ2HbgYKXFsK', 'channel': 'web', 'event_text': 'LOGIN', 'event': 'login'}}, {'identify': {'uuid_ts': '2024-03-20T22:45:15.000000Z', 'timestamp': '2024-03-20T22:45:15.000000Z', 'sent_at': '2024-03-20T22:45:15.000000Z', 'received_at': '2024-03-20T22:45:15.000000Z', 'original_timestamp': '2024-03-20T22:45:15.000000Z', 'last_name': 'Reed', 'first_name': 'Michael', 'email': 'michael.reed849@example.net', 'context_screen_height': 780, 'context_screen_width': 360, 'context_screen_density': 3, 'context_screen_inner_height': 645, 'context_screen_inner_width': 360, 'context_campaign_term': None, 'context_campaign_source': None, 'context_campaign_name': None, 'context_campaign_medium': None, 'context_campaign_content': None, 'anonymous_id': '45211f1b3b40cea5a3d952f4fe450aee', 'user_id': 'michael.reed849@example.net', 'context_ip': '150.242.10.107', 'id': 'aLQ3GDaxB1JyywPX', 'context_session_start': '2024-03-20T22:33:49.000000Z', 'context_session_id': 1710954229, 'context_library_version': '1.0.2', 'context_page_url': 'www.choixcart.com/login', 'state': 'LA', 'address_country': 'US', 'currency': 'usd'}}]",obTX6Z12WxlqmtpeIpyQ,4eEWDjuAaT,kanH6PvSpctc,sDMWOJPVyKTFTT,mastercard,order_complete,ca,usd,web,ORDER COMPLETED,ca,45211f1b3b40cea5a3d952f4fe450aee,2024-03-20 22:48:46.000,2024-03-20 22:48:46.000,2024-03-20 22:48:46.000,2024-03-20 22:48:46.000,2024-03-20 22:48:46.000,780,360,3,645,360,michael.reed849@example.net,"[{""title"": null, ""category"": ""Trousers"", ""path"": ""/p/8043"", ""url"": ""www.choixcart.com/p/8043"", ""price"": 83}]",66,8,8,75
